align_results_201904222126.csvid,nama
59636,SEKARUH
59637,TUBAJUR
59638,LULANG
59639,BENTENG
59640,SEBENTE
59641,TEMIA SIO
59642,BANA
59644,NANGKA
59645,MUHI BERSATU
59646,SUKA MAJU
59647,CEMPAKA PUTIH
59648,KIUNG
59649,KELAYU
59650,SUTI SEMARANG
59651,TAPEN
59653,CAPKALA
59654,MANDOR
59655,SETANDUK
59656,ARIS
59657,SABANDUT
59658,PAWANGI
59660,SIDING
59661,TAMONG
59662,SUNGKUNG  I
59663,HLI BUEI
59664,TANGGUH
59665,TAWANG
59666,SUNGKUNG II
59667,SUNGKUNG III
59669,MAGMAGAN KARYA
59670,TIGA BERKAT
59671,SEREN SELIMBAU
59672,BELIMBING
59673,LAMOLDA
59675,CIPTA KARYA
59676,SUKA BANGUN
59677,KARYA BHAKTI
59678,SUKA MAJU
59680,KARIMUNTING
59681,RUKMA JAYA
59682,SUNGAI KERAN
59683,SUNGAI RAYA
59684,PULAU LEMUKUTAN
59686,GODANG DAMAR
59687,TEMPAPAN
59688,LEMBAH BAWANG
59689,KINANDE
59690,PAPAN UDUK
59691,PAPAN TEMBAWANG
59692,SAKA TARU
59693,JANYAT
59695,BENGKILU
59696,PISAK
59697,KAMUH
59698,SINAR TEBUDAK
59701,HILIR KANTOR
59702,HILIR TENGAH
59703,RAJA
59704,MUNGGUK
59705,AMBOYO UTARA
59706,SUNGAI KELI
59707,RASAN
59708,MU'UN
59709,AMBARANG
59710,ENGKADU
59711,AMANG
59712,PENYAHO DANGKU
59713,ANTAN RAYAN
59714,AMBOYO INTI
59715,TEBEDAK
59716,TEMIANG SAWI
59717,AMBOYO SELATAN
59718,SEBIRANG
59719,PAK MAYAM
59721,KARANGAN
59722,SAILO
59723,MENTONYEK
59724,SAMPURO
59725,SALA'AS
59726,SABAKA
59727,TUNANG
59728,SUNGAI LAKI
59729,TIANG TANJUNG
59730,PAHOKNG
59731,GARU
59732,BILAYUK
59733,CAOKNG
59734,SALUMANG
59735,ANSOLOK
59736,BABATN
59737,PARIGI
59739,SEPAHAT
59740,LAMOANAK
59741,BENGKAWE
59742,TEMPOAK
59743,RE'ES
59744,RABA
59745,NANGKA
59746,MENJALIN
59748,SEBADU
59749,SEMENOK
59750,MENGKUNYIT
59751,BEBATUNG
59752,KEROHOK
59753,SUMSUM
59754,SEKILAP
59755,MANGGANG
59756,KERAMAS
59757,PONGOK
59758,KAYU ARA
59759,SELUTUNG
59760,MANDOR
59761,SIMPANG KASTURI
59762,SALATIGA
59763,KAYU TANAM
59764,NGARAK
59766,SERIMBU
59767,ENGKANGIN
59768,JAMBU TEMBAWANG
59769,SEPANGAH
59770,MERAYUH
59771,NYARI
59772,SEKENDAL
59773,SEMUNTIK
59774,TEMOYOK
59775,ENGKADIK PADE
59776,DANGE AJI
59777,TENGUWE
59778,PAREK
59779,BENTIANG MADOMANG
59780,TENGON
59781,SEMPATUNG LAWEK
59783,DARIT
59784,MAMEK
59785,ANSANG
59786,KAYU ARA
59787,ANGKARAS
59788,LADANGAN
59789,SONGGA
59790,SIDAN
59791,BERINANG MAYUN
59792,LINTAH BETUNG
59793,ANIK DINGIR
59794,BAGAK
59795,TOLOK
59796,SUNGAI LUBANG
59797,TA'AS
59798,ONGKOL PADANG
59800,PAHAUMAN
59801,PALOAN
59802,SEBATIH
59803,SAHAM
59804,ANDENG
59805,SENAKIN
59806,TONANG
59807,BANYING
59808,SIDAS
59809,KERANJI MANCAL
59810,KERANJI PAIDANG
59811,AUR SAMPUK
59812,GOMBANG
59813,RABAK
59815,MERANTI
59816,KELAMPAI SETOLO
59817,MORO BETUNG
59818,SELANGE
59819,AMPADI
59820,TAHU
59822,SEMEDANG
59823,KUALA BEHE
59824,NYAYUM
59825,PAKU RAYA
59826,PERMIIT
59827,TANJUNG BALAI
59828,ANGKANYAR
59829,KEDAMA
59830,BENGAWAN AMPAR
59831,SEHE LUSUR
59832,SEJOWET
59834,SEBANGKI
59835,KUMPANG TENGAH
59836,AGAK
59837,RANTAU PANJANG
59838,SUNGAI SEGAK
59840,TEMAHAR
59841,KERSIK BELANTIAN
59842,NYI'IN
59843,PAPUNG
59844,SEKAIS
59845,MANDOR KIRU
59846,JELIMPO
59847,TUBANG RAENG
59848,KAYU ARA
59849,PAWIS HILIR
59850,ANGAN TEMBAWANG
59851,BALAI PELUNTAN
59852,DARA ITAM I
59854,PADANG PIO
59855,TEMBAWANG BALE
59856,KAMPET
59857,UNTANG
59858,RINGO LOJOK
59859,GAMANG
59860,SEMADE
59862,SOMPAK
59863,PAUH
59864,LINGKONONG
59865,GALAR
59866,AMAWAKNG
59867,TAPAKNG
59868,PAKUMBANG
59871,SUNGAI RINGIN
59872,MUNGGUK
59873,TANJUNG
59874,MERAPI
59875,SERARAS
59876,SEMABI
59877,SEBERANG KAPUAS
59878,LANDAU KODAH
59879,TIMPUK
59880,SUNGAI KUNYIT
59881,PENITI
59882,GONIS TEKAM
59883,TAPANG SEMADAK
59884,ENGKERSIK
59886,RAWAK HILIR
59887,RAWAK HULU
59888,NANGA MENTERAP
59889,BOTI
59890,PERONGKAN
59891,TINTING BOYOK
59892,SEKONAU
59893,SETAWAR
59894,NANGA PEMUBUH
59895,TAPANG PERODAH
59896,SUNGAI SAMBANG
59897,MONDI
59898,CUPANG GADING
59899,NANGA BIABAN
59901,NANGA TAMAN
59902,RIRANG JATI
59903,SENANGAK
59904,NANGA KIUNGKANG
59905,SUNGAI LAWAK
59906,TAPANG TINGANG
59907,NANGA MONGKO
59908,NANGA ENGKULUN
59909,NANGA KOMAN
59910,LUBUK TAJAU
59911,PANTOK
59912,MERAGUN
59914,NANGA MAHAP
59915,BATU PAHAT
59916,LEMBAH BERINGIN
59917,TELUK KEBAU
59918,LANDAU APIN
59919,TEMBAGA
59920,CENAYAN
59921,LANDAU KUMPAI
59922,NANGA SURI
59923,SEBABAS
59924,KARANG BETUNG
59926,SUNGAI AYAK SATU
59927,SUNGAI AYAK DUA
59928,ENTABUK
59929,TAPANG PULAU
59930,KUMPANG BIS
59931,MENAWAI TEKAM
59932,SEMADU
59933,MERBANG
59935,SEBETUNG
59936,SEBURUK SATU
59937,SUNGAI TAPAH
59938,IJUK
59939,MENGARET
59940,KUMPANG ILONG
59941,SUNGAI ANTU HULU
59942,TERDUK DAMPAK
59943,PAKIT MULAU
59944,TABUK HULU
59945,BATUK MULAU
59946,BALAI SEPUAK
59948,NANGA ANSAR
59949,PADAK
59950,SETUNTUNG
59951,BELITANG SATU
59952,BELITANG DUA
59955,PEMUAR
59956,NUSA KENYIKAP
59957,BATU AMPAR
59958,BALAI LAGAS
59959,UPIT
59960,LANGAN
59961,BATU BUIL
59962,GUHUNG
59963,BATU NANTA
59964,BELONSAT
59965,LAMAN BUKIT
59966,TEKABAN
59967,LABANG
59968,NANGA PAU
59969,NANGA ENTEBAH
59970,NANGA MENUNUK
59971,SEPAN TONAK
59973,TANJUNG NIAGA
59974,PAAL
59975,SIDOMULYO
59976,TEMBAWANG PANJANG
59977,PORING
59978,NANGA KEBEBU
59979,NANGA KAYAN
59980,BARU
59981,TANJUNG SARI
59982,TANJUNG LAY
59983,LABAI MANDIRI
59984,KENUAL
59985,TANJUNG TENGANG
59986,NUSA PANDAU
59987,KELAKIK
59988,SEMADIN LENGKONG
59989,TEBING KARANGAN
59991,NANGA ELLA HILIR
59992,LENGKONG NYADOM
59993,NANGA NUAK
59994,NANGA KALAN
59995,NANGA NYURUH
59996,NANGA KEMPANGAI
59997,KERANGAN KORA
59998,PENYUGUK
59999,POPAI
60000,KAHIYA
60001,BEMBAN PERMAI
60002,PEREMBANG NYURUH
60003,SUNGAI LABUK
60004,SUNGAI MENTOBA
60005,NATAI COMPA
60006,PELEMPAI JAYA
60007,DOMET PERMAI
60008,NYANGGAU
60009,JABAI
60011,MENUKUNG KOTA
60012,NANGA ELLA HULU
60013,SUNGAI SAMPUK
60014,LANDAU LEBAN
60015,TANJUNG BERINGIN
60016,NANGA MELONA
60017,NANGA SIYAI
60018,NANGA MAWANG MENTATAI
60019,LAMAN MUMBUNG
60020,BELABAN ELLA
60021,PELAIK KERUAP
60022,NANGA KERUAP
60023,BATAS NANGKA
60024,NUSA PORING
60025,BATU ONAP
60026,BATU BADAK
60027,OYAH
60028,LIHAI
60029,SUNGAI SAMPAK
60031,NANGA SAYAN
60032,PEKAWAI
60033,LANDAU SADAK
60034,MADYA RAYA
60035,KERANGAN PURUN
60036,MEKAR PELITA
60037,BORA
60038,META BERSATU
60039,NANGA KASAI
60040,NANGA KOMPI
60041,NANGA MANCUR
60042,SILING PERMAI
60043,LINGKAR INDAH
60044,SAYAN JAYA
60045,NANGA PAK
60046,TUMBAK RAYA
60047,BEROBAI PERMAI
60048,NANGA RAKU
60050,BATU BEGIGI
60051,LOKA JAYA
60052,SUKA MAJU
60053,BINA JAYA
60054,BINA KARYA
60055,MADONG RAYA
60056,BATA LUAR
60057,MARIS PERMAI
60058,PELITA KENAYA
60059,TANJUNG BERINGIN RAYA
60060,TANJUNG GUNUNG
60061,KERANJIK
60063,NANGA SOKAN
60064,TANJUNG SOKAN
60065,SIJAU
60066,KELUING TAJA
60067,NANGA BETANGAI
60068,GELATA
60069,NANGA ORA
60070,NANGA LIBAS
60071,TELAGA RAYA
60072,TELUK PONGKAL
60073,NANGA TANGKIT
60074,PENYENGKUANG
60075,MELANA
60076,NANGA POTAI
60077,SEPAKAT
60078,MUARA TANJUNG
60079,LANDAU KABU
60080,TANJUNG MAHUNG
60082,TEKELAK
60083,MANDING
60084,NANGA BELIMBING
60085,TENGKAJAU
60086,TANJUNG PAOH
60087,NANGA MAN
60088,SUNGAI PINANG
60089,ENGKURAI
60091,MANGGALA
60092,SENEMPAK
60093,NANGA PINTAS
60094,LANDAU GARONG
60095,BINA JAYA
60096,MANDAU BARU
60097,PELINGGANG
60098,NYANGGAI
60099,SUNGAI BAKAH
60100,BAYUR RAYA
60101,LANDAU TUBUN
60102,NANGA KELAWAI
60103,SUNGAI RAYA
60104,KAYAN SEMAPAU
60105,TANJUNG ARAK
60106,MERAH ARAI
60107,SUKA DAMAI
60108,MELAWI KIRI HILIR
60109,KOMPAS RAYA
60111,TIONG KERANJIK
60112,NANGA TIKAN
60113,BELOYANG
60114,NANGA RAYA
60115,JUNJUNG PERMAI
60116,NANGA KEBERAK
60117,PIAWAS
60118,KAYU BUNGA
60124,PELITA JAYA
60125,DURIAN JAYA
60126,TOGAN BARU
60127,ULAK MUID
60128,HARAPAN JAYA
60129,BUKIT RAYA
60130,LINTAH TAUM
60131,LAJA
60132,KELUAS HULU
60133,GANJANG
60136,SUTERA
60137,PANGKALAN BUTON
60138,SEJAHTERA
60139,SIMPANG TIGA
60140,BENAWAI AGUNG
60141,HARAPAN MULIA
60142,SEDAHAN JAYA
60143,GUNUNG SEMBILAN
60144,PAMPANG HARAPAN
60145,RIAM BERASAP JAYA
60147,TELUK MELANO
60148,NIPAH KUNING
60149,PEMANGKAT
60150,PADU BANJAR
60151,PENJALAAN
60152,SUNGAI MATA-MATA
60153,BATU BARAT
60154,PULAU KUMBANG
60155,RANTAU PANJANG
60156,MATAN JAYA
60157,LUBUK BATU
60158,MEDAN JAYA
60160,MAS BANGUN
60161,ALUR BANDUNG
60162,TELUK BATANG
60163,SUNGAI PADUAN
60164,BANYU ABANG
60165,TELUK BATANG UTARA
60166,TELUK BATANG SELATAN
60168,TANJUNG SATAI
60169,KEMBOJA
60170,DUSUN KECIL
60171,DUSUN BESAR
60172,PADANG
60173,SATAI LESTARI
60174,PELAPIS
60177,SEPONTI JAYA
60178,TELAGA ARUM
60179,WONOREJO
60180,PODORUKUN
60181,SUNGAI SEPETI
60182,DURIAN SEBATANG
60185,BENUA MELAYU LAUT
60186,BENUA MELAYU DARAT
60187,PARIT TOKAYA
60188,KOTA BARU
60189,AKCAYA
60191,PARIT MAYOR
60192,BANJAR SERASAN
60193,SAIGON
60194,TANJUNG HULU
60195,TANJUNG HILIR
60196,DALAM BUGIS
60197,TAMBELAN SAMPIT
60199,PAL LIMA
60200,SUNGAI JAWI DALAM
60201,SUNGAI JAWI LUAR
60202,SUNGAI BELIUNG
60204,SIANTAN HULU
60205,SIANTAN TENGAH
60206,SIANTAN HILIR
60207,BATU LAYANG
60209,SUNGAI BANGKONG
60210,DARAT SEKIP
60211,TENGAH
60212,MARIANA
60213,SUNGAI JAWI
60215,BANSIR LAUT
60216,BANSIR DARAT
60217,BANGKA BELITUNG LAUT
60218,BANGKA BELITUNG DARAT
60225,ROBAN
60226,CONDONG
60227,SEKIP LAMA
60228,JAWA
60229,BUKIT BATU
60230,SUNGAI WIE
60232,PASIRAN
60233,MELAYU
60234,TENGAH
60235,KUALA
60237,PAJINTAN
60238,NYARUMKOP
60239,MAYA SOPA
60240,BAGAK SAHWA
60241,SANGGAU KULOR
60243,SUNGAI GARAM HILIR
60244,NARAM
60245,SUNGAI BULAN
60246,SUNGAI RASAU
60247,SETAPUK KECIL
60248,SETAPUK BESAR
60249,SEMELAGI KECIL
60251,SEDAU
60252,SAGATANI
60253,SIJANGKUNG
60254,PANGMILANG
60257,SUNGAI RAYA
60258,SUNGAI AMBANGAH
60259,ARANG LIMBUNG
60260,KUALA DUA
60261,TEBANG KACANG
60262,SUNGAI ASAM
60263,PULAU LIMBUNG
60264,KAPUR
60265,GUNUNG TAMANG
60266,SUNGAI BULAN
60267,LIMBUNG
60268,TELUK KAPUAS
60269,MADU SARI
60270,MEKAR SARI
60272,KUALA MANDOR B
60273,KUBU PADI
60274,KUALA MANDOR A
60275,RETOK
60276,SUNGAI ENAU
60278,SIMPANG KANAN
60279,MEGA TIMUR
60280,BENGKAREK
60281,LINGGA
60282,SUNGAI AMBAWANG KUALA
60283,JAWA TENGAH
60284,DURIAN
60285,PANCAROBA
60286,PUGUK
60287,KOREK
60288,PASAK
60289,PASAK PIANG
60290,TELUK BAKUNG
60292,TELUK BAYUR
60293,TELUK EMPENING
60294,TERENTANG HILIR
60295,TERENTANG HULU
60296,PERMATA
60297,BETUAH
60298,SUNGAI RADAK SATU
60299,SUNGAI RADAK DUA
60300,SUNGAI DUNGUN
60302,TANJUNG BERINGIN
60303,BATU AMPAR
60304,TELUK NIBUNG
60305,PADANG TIKAR SATU
60306,PADANG TIKAR DUA
60307,TASIK MALAYA
60308,SUNGAI BESAR
60309,SUNGAI JAWI
60310,NIPAH PANJANG
60311,AMBARAWA
60312,TANJUNG HARAPAN
60313,SUNGAI KERAWANG
60314,SUMBER AGUNG
60315,MUARA TIGA
60317,KUBU
60318,OLAK-OLAK KUBU
60319,SUNGAI SELAMAT
60320,SUNGAI BEMBAN
60321,PINANG LUAR
60322,SERUAT DUA
60323,SERUAT TIGA
60324,DABONG
60325,AMBAWANG
60326,SEPAKAT BARU
60327,KAMPUNG BARU
60328,AIR PUTIH
60329,TELUK NANGKA
60330,JANGKANG SATU
60331,JANGKANG DUA
60332,PINANG DALAM
60333,SUNGAI TERUS
60334,PELITA JAYA
60335,MENGKALANG
60337,RASAU JAYA UMUM
60338,RASAU JAYA SATU
60339,RASAU JAYA DUA
60340,RASAU JAYA TIGA
60341,BINTANG MAS
60342,PEMATANG TUJUH
60344,TELUK PAKEDAI HULU
60345,TELUK PAKEDAI SATU
60346,TELUK PAKEDAI DUA
60347,KUALA KARANG
60348,SERUAT SATU
60349,SUNGAI DERAS
60350,SELAT REMIS
60351,MADURA
60352,PASIR PUTIH
60353,TELUK GELAM
60354,TANJUNG BUNGA
60355,SUNGAI NIBUNG
60356,ARUS DERAS
60357,SUNGAI NIPAH
60359,SUNGAI KAKAP
60360,SUNGAI ITIK
60361,JERUJU BESAR
60362,SUNGAI KUPAH
60363,SUNGAI RENGAS
60364,PAL SEMBILAN
60365,SUNGAI BELIDAK
60366,KALIMAS
60367,PUNGGUR KECIL
60368,PUNGGUR BESAR
60369,TANJUNG SALEH
60370,SEPUK LAUT
60374,CANDI
60375,KUMAI HULU
60376,KUMAI HILIR
60377,SUNGAI CABANG
60378,TELUK PULAI
60379,SEBUAI
60380,KERAYA
60381,TELUK BOGAM
60382,SUNGAI BAKAU
60383,KUBU
60384,SUNGAI KAPITAN
60385,BATU BELAMAN
60386,SUNGAI TENDANG
60387,SUNGAI SEKONYER
60388,SUNGAI BADAUN
60389,BUMI HARJO
60390,PANGKALAN SATU
60392,MENDAWAI SEBERANG
60393,MENDAWAI
60394,MADUREJO
60395,SIDOREJO
60396,RAJA
60397,RAJA SEBERANG
60398,BARU
60399,TANJUNG PUTRI
60400,PASIR PANJANG
60401,RANGDA
60402,KENAMBUI
60403,RUNTU
60404,UMPANG
60405,KUMPAI BATU BAWAH
60406,KUMPAI BATU ATAS
60407,NATAI RAYA
60408,MEDANG SARI
60409,NATAI BARU
60410,TANJUNG TERANTANG
60411,SULUNG
60413,KOTAWARINGIN HULU
60414,KOTAWARINGIN HILIR
60415,BABUAL BABOTI
60416,TEMPAYUNG
60417,SAKABULIN
60418,KINJIL
60419,DAWAK
60420,RIAM DURIAN
60421,LALANG
60422,RUNGUN
60423,KONDANG
60425,SUKA MAKMUR
60426,SUKAJAYA
60427,IPUH BANGUN JAYA
60428,SUMBER MUKTI
60429,PALIH BARU
60431,PANGKUT
60432,NANGA MUA
60433,SUKARAMI
60434,GANDIS
60435,KERABU
60436,SAMBI
60437,PENYOMBAAN
60438,PANDAU
60439,RIAM
60440,PANAHAN
60441,SUNGAI DAU
60443,PANGKALAN TIGA
60444,PANDU SANJAYA
60445,LADA MANDALA JAYA
60446,MAKARTI JAYA
60447,SUMBER AGUNG
60448,PURBASARI
60449,SUNGAI RANGIT JAYA
60450,PANGKALAN DEWA
60451,KADIPI ATAS
60452,SUNGAI MELAWEN
60453,PANGKALAN DURIN
60455,PANGKALAN BANTENG
60456,MULYA JADI
60457,KARANG MULYA
60458,KEBUN AGUNG
60459,SIDO MULYO
60460,MARGA MULYA
60461,AMIN JAYA
60462,ARGA MULYA
60463,NATAI KERBAU
60464,SIMPANG BERAMBAI
60465,SUNGAI HIJAU
60466,SUNGAI KUNING
60467,SUNGAI BENGKUANG
60470,KOTA BESI HULU
60471,KOTA BESI HILIR
60472,PALANGAN
60473,HANJALIPAN
60474,SIMPUR
60475,PEMALIAN
60476,CAMBA
60477,KANDAN
60478,BAJARUM
60479,RASAU TUMBUH
60480,SOREN
60482,RUBUNG BUYUNG
60483,PATAI
60484,LUWUK RANGGAN
60485,JEMARAS
60486,CEMPAKA MULIA TIMUR
60487,CEMPAKA MULIA BARAT
60488,LUWUK BUNTER
60489,SUNGAI PARING
60491,KUALA KUAYAN
60492,TANGAR
60493,BAAMPAH
60494,KAWAN BATU
60495,TANJUNG BANTUR
60496,PENDA DURIAN
60497,PAHIRANGAN
60498,SATIUNG
60499,SANTILIK
60500,TANGKA ROBAH
60501,PEMANTANG
60502,TUMBANG SAPIRI
60503,BAWAN
60504,TANJUNG JARIANGAU
60505,BUANA MUSTIKA
60506,TANJUNG HARAPAN
60508,PERENGGEAN
60509,TEHANG
60510,KABUAU
60513,TANJUNG JORONG
60514,BARUNANG MIRI
60515,LUWUK SAMPUN
60516,SUMBER MAKMUR
60517,MEKAR JAYA
60518,KARANG TUNGGAL
60519,BANDAR AGUNG
60520,BERINGIN TUNGGAL JAYA
60521,TUMBANG MUJAM
60522,SARI HARAPAN
60523,KARANG SARI
60524,WONOSARI
60525,BUKIT MAKMUR
60526,BAJARAU
60527,DAMAR MAKMUR
60528,MEKAR SARI
60529,CEMPAKA PUTIH
60530,BUKIT HARAPAN
60531,JATI WARINGIN
60533,BAAMANG HILIR
60534,BAAMANG TENGAH
60535,BAAMANG HULU
60536,TANAH MAS
60537,BAAMANG BARAT
60538,TINDUK
60540,MENTAWA BARU HULU
60541,MENTAWA BARU HILIR
60542,KETAPANG
60543,SAWAHAN
60544,PASIR PUTIH
60545,PELANGSIAN
60546,BAPEANG
60547,EKA BAHURUI
60549,PONDOK DAMAR
60550,BAGENDANG HILIR
60551,BAGENDANG TENGAH
60552,NATAI BARU
60553,BAGENDANG HULU
60554,SUMBER MAKMUR
60555,BAGENDANG PERMAI
60557,SAMUDA KOTA
60558,BASIRIH HILIR
60559,SEBAMBAN
60560,SAMUDA BESAR
60561,SAMUDA KECIL
60562,JAYA KELAPA
60563,BASIRIH HULU
60564,JAYA KARET
60565,HANDIL SOHOR
60566,SEI IJUM RAYA
60568,BAPINANG HULU
60569,BAPINANG HILIR
60570,BAPINANG HILIR LAUT
60571,SATIRUK
60572,MAKARTI JAYA
60573,RAWA SARI
60574,HANAUT
60575,BABIRAH
60576,SERAMBUT
60577,BABAUNG
60579,TUMBANG KALANG
60580,KULUK TELAWANG
60581,SUNGAI PURING
60582,TUMBANG NGAHAN
60583,TUMBANG RAMAI
60584,TUMBANG HEJAN
60585,SUNGAI HANYA
60586,TUMBANG SEPANYANG
60587,TUMBANG BOLOI
60589,LUWUK KUWAN
60590,TUMBANG MANGKUP
60591,RANTAU KATANG
60592,TUMBANG SANGAI
60593,TUKANG LANGIT
60594,BUNTUT NUSA
60595,TUMBANG GAGU
60596,RANTAU SUANG
60597,RANTAU SAWANG
60598,TUMBANG PUAN
60599,TUMBANG MANYA
60600,RANTAU TAMPANG
60601,BERINGIN AGUNG
60602,BATU AGUNG
60603,GUNUNG MAKMUR
60604,BUKIT INDAH
60605,MULYA AGUNG
60606,BAKTI KARYA
60607,WARINGIN AGUNG
60608,AGUNG MULYA
60610,PAREBOK
60611,BASAWANG
60612,LAMPUYANG
60613,UJUNG PANDARAN
60615,MENTAYA SEBERANG
60616,TERANTANG
60617,BATUAH
60618,TERANTANG HILIR
60619,GANEPO
60621,PUNDU
60622,KERUING
60623,PARIT
60624,PANTAI HARAPAN
60625,PELANTARAN
60626,TUMBANG KOLING
60627,SUDAN
60628,BUKIT BATU
60629,BUKIT RAYA
60630,SUNGAI UBAR MANDIIRI
60632,SEBABI
60633,TANAH PUTIH
60634,SUMBER MAKMUR
60635,KENYALA
60636,PENYANG
60637,BIRU MAJU
60639,TUMBANG TILAP
60640,TUMBANG KAMINTING
60641,TANAH HALUAN
60642,TUMBANG PENYAHUAN
60643,TUMBANG SAPIA
60644,TUMBANG GETAS
60645,TEWEI HARA
60646,TUMBANG PAYANG
60647,TUMBANG KANIA
60648,TUMBANG TAWAN
60649,LUNUK BAGANTUNG
60650,TUMBANG TORUNG
60651,TUMBANG BATU
60652,TUMBANG SALUANG
60655,MURUNG KERAMAT
60656,SELAT HILIR
60657,SELAT TENGAH
60658,SELAT HULU
60659,SELAT DALAM
60661,TERUSAN RAYA
60662,SEI JANGKIT
60663,SEI LUNUK
60664,PULAU MAMBULAU
60665,PULAU TELO
60666,TAMBAN LUAR
60667,TERUSAN KARYA
60668,TERUSAN MAKMUR
60669,TERUSAN MULYA
60670,BAMBAN RAYA
60671,BANGUN HARJO
60673,TERUSAN BAGUNTAN RAYA
60675,MAMBULAU
60676,HAMPATUNG
60677,DAHIRANG
60678,BARIMBA
60679,SEI PASAH
60680,BAKUNGIN
60681,SEI ASAM
60682,SAKA BATUR
60684,ANJIR SERAPAT TIMUR
60685,ANJIR SERAPAT TENGAH
60686,ANJIR SERAPAT BARAT
60687,ANJIR MAMBULAU TIMUR
60688,ANJIR MAMBULAU TENGAH
60689,ANJIR MAMBULAU BARAT
60690,ANJIR SERAPAT BARU
60692,BATANJUNG
60693,CEMARA LABAT
60694,PALAMPAI
60695,LUPAK  DALAM
60696,TAMBAN LUPAK
60697,TAMBAN BARU TENGAH
60698,TAMBAN BARU SELATAN
60700,WARNA SARI
60701,SEI TERAS
60702,TAMBAN BARU TIMUR
60703,SIDOREJO
60704,LUPAK TIMUR
60705,TAMBAN BARU MEKAR
60706,WARGO MULYO
60708,SEI BAKUT
60709,PEMATANG
60711,MANDOMAI
60712,SEI KAYU
60713,SAKA MANGKAHAI
60714,ANJIR KALAMPAN
60715,PANTAI
60716,SAKA TAMIANG
60717,PENDA KATAPI
60718,TELUK HIRI
60719,SEI DUSUN
60721,SEI PITUNG
60723,SAKA LAGUN
60724,BUNGA MAWAR
60725,SEI TATAS
60726,NARAHAN
60727,HANDIWUNG
60728,ANJIR PALAMBANG
60729,PALANGKAI
60730,TELUK PALINGET
60732,PALINGKAU BARU
60733,PALINGKAU LAMA
60734,TAJEPAN
60735,MAMPAI
60736,MUARA DADAHUP
60737,BELAWANG
60738,DADAHUP
60739,PALANGKAU LAMA
60740,TAMBAK BAJAI
60759,PALANGKAU BARU
60764,BINA JAYA
60765,HARAPAN BARU
60766,BENTUK JAYA
60767,SUMBER AGUNG
60769,PANGKALAN REKAN
60770,BATUAH
60771,BASARANG
60772,BASUNGKAI
60773,MALUEN
60774,PANGKALAN SARI
60775,LUNUK RAMBA
60776,BATU NINDAN
60777,BASARANG JAYA
60778,BUNGAI JAYA
60779,PANARUNG
60780,TARUNG MANUAH
60781,TAMBUN RAYA
60782,NANING
60784,MANUSUP
60785,SEI KAPAR
60786,TARANTANG
60787,LAMUNTI
60788,PULAU KALADAN
60789,MANTANGAI HILIR
60790,MANTANGAI TENGAH
60791,MANTANGAI HULU
60792,KALUMPANG
60793,SEI AHAS
60794,KATUNJUNG
60795,LAHEI MANGKUTUP
60796,TUMBANG MUROI
60797,DANAU RAWAH
60812,MUROI RAYA
60813,KATIMPUN
60814,MANUSUP HILIR
60816,PETAK PUTI
60817,ARUK
60818,LAWANG KAJANG
60819,TIMPAH
60820,LUNGKUH LAYANG
60821,LAWANG KAMAH
60822,TUMBANG RANDANG
60823,BATAPAH
60824,DANAU PANTAU
60826,MASARAN
60827,KAYU BULAN
60828,KOTA BARU
60829,PENDA MUNTEI
60830,TAPEN
60831,PUJON
60832,MARAPIT
60833,MANIS
60834,KARUKUS
60835,BAJUH
60836,BARUNANG 1
60837,DANDANG
60838,BALAI BANJANG
60839,JANGKANG
60840,KABURAN
60842,SEI RINGIN
60843,TUMBANG TUKUN
60844,BUHUT JAYA
60845,HURUNG KAMPIN
60847,SEI HANYO
60848,HURUNG TABENGAN
60849,RAHUNG BUNGAI
60850,MASAHA
60851,BULAU NGANDUNG
60852,TUMBANG PUROH
60853,TUMBANG TIHIS
60854,TANGIRANG
60855,SEI PINANG
60856,LAWANG TAMANG
60858,TUMBANG BUKOI
60859,BARUNANG II
60860,HURUNG TAMPANG
60861,SUPANG
60862,KATANJUNG
60863,TUMBANG MANYARUNG
60864,TUMBANG SIRAT
60866,JAKATAN PARI
60869,RANTAU KUJANG
60870,TAMPULANG
60871,RANTAU BAHUANG
60872,RANGGA ILUNG
60873,TABATAN
60875,MENGKATIP
60876,LEHAI
60877,SUNGAI JAYA
60878,MAHAJANDAU
60879,KALANIS
60880,DAMPARAN
60881,TELUK TIMBAU
60882,BATILAP
60883,BATAMPANG
60884,MANGKATIR
60886,BANGKUANG
60887,MALITIN
60888,SALAT BARU
60889,TELUK BETUNG
60890,BABAI
60891,JANGGI
60892,MUARA ARAI
60893,TALIO
60894,TAMPIJAK
60895,BINTANG KURUNG
60896,TELUK SAMPUDAU
60898,PENDANG
60899,HULU TAMPANG
60900,SUNGAI TELANG
60901,MAJUNDRE
60902,BUNDAR
60903,TELEKOI
60904,MARAWAN LAMA
60905,MARAWAN BARU
60906,REONG
60907,TARUSAN
60908,PANARUKAN
60909,MARUGA
60910,HINGAN
60911,DANAU BAMBURE
60912,TAMPARAK
60913,BANTAI BAMBURE
60914,RAMPA MEA
60915,GUNUNG RANTAU
60916,TAMPARAK LAYUNG
60918,TABAK KANILAN
60919,BARUANG
60920,KAYUMBAN
60921,SARIMBUAH
60922,GAGUTUR
60923,MUKA HAJI
60924,SIRE
60925,MUARA SINGAN
60926,PATAS I
60927,PATAS II
60928,BINTANG ARA
