align_results_201904222126.csvid,nama
58391,KUALA
58392,PARIT BARU
58393,TWI MENTIBAR
58394,BENTUNAI
58395,PANGKALAN BEMBAN
58397,SEBUBUS
58398,NIBUNG
58399,MALEK
58400,TANAH HITAM
58401,MATANG DANAU
58402,KALIMANTAN
58403,TEMAJUK
58404,MENTIBAR
58406,KALIAU'
58407,SEBUNGA
58408,SANTABAN
58409,SENATAB
58410,SUNGAI BENING
58412,BALAI GEMURUH
58413,SUNGAI SAPA'
58414,MADAK
58415,SABUNG
58416,TEBUAH ELOK
58417,SUNGAI DEDEN
58418,BUKIT MULYA
58419,MUKTI RAHARJA
58420,SEMPURNA
58421,MENSADE
58422,KARABAN JAYA
58424,SAGU
58425,SUNGAI PALAH
58426,GALING
58427,TEMPAPAN KUALA
58428,TEMPAPAN HULU
58429,RATU SEPUDAK
58430,TRI KEMBANG
58431,TRI GADU
58432,TELUK PANDAN
58433,SIJANG
58435,TEKARANG
58436,MERUBONG
58437,CEPALA
58438,SARI MAKMUR
58439,RAMBAYAN
58440,SEMPADIAN
58441,MATANG SEGARAU
58443,SINGARAYA
58444,SEMPARUK
58445,SEPINGGAN
58446,SEPADU
58447,SEBURING
58449,JIRAK
58450,TENGGULI
58451,MEKAR JAYA
58452,BERINGIN
58454,RANTAU PANJANG
58455,TEBING BATU
58456,SEBAWI
58457,SEPUK TANJUNG
58458,SEBANGUN
58459,SEMPALAI SEBEDANG
58460,TEMPATAN
58462,JAWAI LAUT
58463,JELU AIR
58464,MATANG TERAP
58465,SUAH API
58466,SARILABA A
58467,SARILABA B
58468,SEMPERIUK A
58469,SEMPERIUK B
58470,SABARAN
58472,TANGARAN
58473,SIMPANG EMPAT
58474,MERABUAN
58475,SEMATA
58476,MERPATI
58477,PANCUR
58478,ARUNG PARAK
58480,PARIT BARU
58481,SUNGAI TOMAN
58482,SERUNAI
58483,SERUMPUN
58484,SALATIGA
58486,GELIK
58487,SERANGGAM
58488,SELAKAU TUA
58489,BUDUK SEMPADANG
58492,TANJUNG
58493,TENGAH
58494,TERUSAN
58495,SENGKUBANG
58496,PENIBUNG
58497,PASIR
58498,KUALA SECAPAH
58499,MALIKIAN
58501,TOHO ILIR
58502,PAK LAHENG
58503,KECURIT
58504,TERAP
58505,SEPANG
58506,PAK UTAN
58507,BENUANG
58508,SAMBORA
58510,SUNGAI PINYUH
58511,SUNGAI RASAU
58512,SUNGAI BAKAU BESAR DARAT
58513,SUNGAI PURUN KECIL
58514,SUNGAI BAKAU BESAR LAUT
58515,SUNGAI BATANG
58516,PENIRAMAN
58517,NUSAPATI
58518,GALANG
58520,WAJOK HILIR
58521,SUNGAI NIPAH
58522,PENITI LUAR
58523,WAJOK HULU
58524,JUNGKAT
58526,SUNGAI DURI I
58527,SUNGAI DURI II
58528,BUKIT BATU
58529,SUNGAI BUNDUNG LAUT
58530,SUNGAI KUNYIT LAUT
58531,SUNGAI KUNYIT DALAM
58532,SUNGAI KUNYIT HULU
58533,SUNGAI LIMAU
58534,SUNGAI DUNGUN
58535,MENDALOK
58536,SEMPARONG PARIT RADEN
58537,SEMUDUN
58539,PENITI BESAR
58540,SUNGAI PURUN BESAR
58542,SUNGAI BURUNG
58543,PENITI DALAM II
58544,PARIT BUGIS
58546,ANJUNGAN MELANCAR
58547,ANJUNGAN DALAM
58548,KEPAYANG
58549,PAK BULU
58550,DEMA
58552,SEKABUK
58553,PENTEK
58554,BUN-BUN
58555,AMAWANG
58556,ANSIAP
58557,SUAK BARANGAN
58559,PULAU PEDALAMAN
58560,PASIR WAN SALIM
58561,ANTIBAR
58562,SEJEGI
58563,PASIR PALEMBANG
58564,PASIR PANJANG
58565,SUNGAI BAKAU KECIL
58566,PARIT BANJAR
58569,TANJUNG KAPUAS
58570,TANJUNG SEKAYAM
58571,SUNGAI SENGKUANG
58572,ILIR KOTA
58573,BERINGIN
58574,BUNUT
58575,PENYELADI
58576,NANGA BIANG
58577,RAMBIN
58578,ENTAKAI
58579,PANA
58580,MENGKIANG
58581,KAMBONG
58582,SUNGAI MAWANG
58583,LAPE
58584,PENYELIMAU
58585,SUNGAI ALAI
58586,SEMERANGKAI
58587,SUNGAI BATU
58588,SUNGAI MUNTIK
58589,LINTANG KAPUAS
58590,LINTANG PELAMAN
58591,BELANGIN
58592,PENYELIMAU JAYA
58593,TAPANG DULANG
58595,KEDUKUL
58596,SEMUNTAI
58597,ENGKODE
58598,SUNGAI MAWANG
58599,INGGIS
58600,LAYAK OMANG
58601,SEMANGGIS RAYA
58602,TRI MULYA
58604,NOYAN
58605,EMPOTO
58606,SEMONGAN
58607,SUNGAI DANGIN
58608,IDAS
58610,BALAI SEBUT
58611,JANGKANG BENUA
58612,TANGGUNG
58613,EMPIYANG
58614,PISANG
58615,KETORI
58616,SEMOMBAT
58617,TERATI
58618,SAPE
58619,SELAMPUNG
58620,SEMIRAU
58622,BONTI
58623,SAMI
58624,BAHTA
58625,UPE
58626,TUNGGUL BOYOK
58627,EMPODIS
58628,KAMPUH
58629,BANTAI
58630,MAJEL
58632,KASRO MEGO
58633,BERENG BERKAWAT
58634,SUNGAI ILAI
58635,THANG RAYA
58636,MAWANG MUDA
58638,BALAI KARANGAN
58639,PENGADANG
58640,SOTOK
58641,KENAMAN
58642,RAUT MUARA
58643,ENGKAHAN
58644,BUNGKANG
58645,LUBUK SABUK
58646,SUNGAI TEKAM
58647,MALENGGANG
58649,TANJUNG BUNGA
58650,SEMAYANG
58651,SEBONGKUH
58652,KUALA DUA
58653,TANJUNG MERPATI
58654,SEJUAH
58655,MOBUI
58656,TANAP
58657,SEBUDUH
58658,KELOMPU
58659,TUNGGAL BHAKTI
58661,PUSAT DAMAI
58662,MAJU KARYA
58663,SEBARA
58664,PANDU RAYA
58665,EMBALA
58666,HIBUN
58667,MARINGIN JAYA
58668,SUKA MULYA
58669,PALEM JAYA
58670,RAHAYU
58671,DOSAN
58672,SUKA GERUNDI
58673,GUNAM
58674,MARITA
58676,SOSOK
58677,PERUAN DALAM
58678,MENYABO
58679,MANDONG
58680,JANJANG
58681,RIYAI
58682,BERAKAK
58683,ENGKASAN
58684,PANDAN SEMBUAT
58685,BINJAI
58686,KEDAKAS
58688,PULAU TAYAN UTARA
58689,KAWAT
58690,PEDALAMAN
58691,BALAI INGIN
58692,LALANG
58693,CEMPEDAK
58694,MELUGAI
58695,EMBERAS
58696,BEGINJAN
58697,SEJOTANG
58698,SEBEMBAN
58699,SUBAH
58700,SUNGAI JAMAN
58701,TANJUNG BUNUT
58702,TEBANG BENUA
58704,HILIR
58705,PADI KAYE
58706,TEMIANG MALI
58707,COWET
58708,KEBADU
58709,MAK KAWING
58710,TAE
58711,SEMONCOL
58712,EMPIRANG UJUNG
58713,BULU BALA
58714,TEMIANG TABA
58715,SENYABANG
58717,TERAJU
58718,BELUNGAI DALAM
58719,SANSAT
58720,KAMPUNG BARU
58721,BAGAN ASAM
58722,LUMUT
58723,BALAI BELUNGAI
58725,MELIAU HILIR
58726,MELIAU HULU
58727,KUALA BUAYAN
58728,MERANGGAU
58729,MELOBOK
58730,SUNGAI MAYAM
58731,PAMPANG DUA
58732,KUALA ROSAN
58733,SUNGAI KEMBAYAU
58734,KUNYIL
58735,CUPANG
58736,LALANG
58737,BARU LOMBAK
58738,ENGGADAI
58739,BALAI TINGGI
58740,BHAKTI JAYA
58741,MUKTI JAYA
58742,HARAPAN MAKMUR
58744,NEKAN
58745,SEMANGET
58746,ENTIKONG
58747,PALA PASANG
58748,SURUH TEMBAWANG
58751,KUALA TOLAK
58752,KUALA SATONG
58753,LAMON SATONG
58754,TANJUNG BAIK BUDI
58755,SUNGAI PUTRI
58757,SUKA KARYA
58758,KARYA BARU
58759,BELABAN
58760,RANDAI
58761,RUNJAI JAYA
58762,RIAM BATU GADING
58763,BATU PAYUNG DUA
58764,BANTAN SARI
58765,PELANJAU JAYA
58766,RANGKUNG
58768,MANIS MATA
58769,SUKA RAMAI
58770,SUAK BURUNG
58771,AIR DEKAKAH
58772,SILAT
58773,TERUSAN
58774,KEMUNING
58775,KELAMPAI
58776,BUKIT GAJAH
58777,LEMBAH MUKTI
58778,ASAM BESAR
58779,BATU SEDAU
58780,JAMBI
58781,SEGULING
58782,KELIMANTAN
58783,PELEMPANGAN
58784,SENGKUANG MERABONG
58785,PAKIT SELABA
58786,SUNGAI BULUH
58788,KENDAWANGAN KIRI
58789,BANJAR SARI
58790,KENDAWANGAN KANAN
58791,PANGKALAN BATU
58792,BANGKAL SERAI
58793,AIR HITAM BESAR
58794,SUKA HARAPAN
58795,SUKA DAMAI
58796,SELIMANTAN JAYA
58797,DANAU BUNTAR
58798,MEKAR UTAMA
58799,PEMBEDILAN
58800,AIRHITAM HULU
58801,NATAI KUINI
58802,KERAMAT JAYA
58803,SERIAM
58804,KEDONDONG
58805,SUNGAI JELAYAN
58806,AIR TARAP
58808,SANDAI KANAN
58809,SANDAI KIRI
58810,MUARA JEKAK
58811,PETAI PATAH
58812,RANDAU JUNGKAL
58813,PENJAWAAN
58814,RANDAU
58815,DEMIT
58816,PENDAMARAN INDAH
58817,MERIMBANG JAYA
58818,ALAM PAKUAN
58819,JAGO BERSATU
58821,RIAM BUNUT
58822,BENGARAS
58823,SUKARAMAI
58824,SEPOTONG
58825,TANJUNG BERINGIN
58826,SEMPURNA
58827,HARAPAN BARU
58828,BAYUN SARI
58829,RANDAU LIMAT
58830,TELUK BAYUR
58831,TANJUNG MAJU
58832,SUNGAI DAKA
58833,MEKAR HARAPAN
58834,SINAR KURI
58835,SELANGKUT RAYA
58836,LANJUT MEKAR SARI
58837,KEPARI
58838,TELUK MUTIARA
58840,BALAI PINANG
58841,KUALAN HULU
58842,KUALAN TENGAH
58843,KUALAN HILIR
58844,MERAWA
58845,SEMANDANG HULU
58846,SEKUCING LABAI
58847,SEMANDANG KIRI
58848,PAOH CONCONG
58849,LEGONG
58850,KENANGA
58851,BALAI PINANG HULU
58852,SEKUCING KUALAN
58853,LABAI HILIR
58855,NANGA TAYAP
58856,SUNGAI KELIK
58857,PANGKALAN TELOK
58858,PANGKALAN SUKA
58859,BETENUNG
58860,BATU MAS
58861,LEMBAH HIJAU SATU
58862,LEMBAH HIJAU DUA
58863,SIANTAU RAYA
58864,SEBADAK RAYA
58865,SIMPANG TIGA SEMBELANGAAN
58866,MENSUBANG
58867,TAJOK KAYONG
58868,KAYONG UTARA
58869,KAYONG HULU
58870,SEPAKAT JAYA
58871,CEGOLAK
58872,PATEH BENTENG
58874,SUNGAI BESAR
58875,PESAGUAN KANAN
58876,PESAGUAN KIRI
58877,PEMATANG GADUNG
58878,SUNGAI BAKAU
58879,SUNGAI NANJUNG
58880,SUNGAI PELANG
58881,SUNGAI JAWI
58882,KEMUNING BIUTAK
58884,PAGAR MENTIMUN
58886,TUMBANG TITI
58887,NATAI PANJANG
58888,SERENGKAH
58889,BATU TAJAM
58890,NANGA KELAMPAI
58891,MAHAWA
58892,KALIMAS BARU
58893,PAMUATAN JAYA
58894,SENGKAHARAK
58895,BELABAN TUJUH
58896,SEGAR WANGI
58897,PETEBANG JAYA
58898,AUR GADING
58900,TITI BARU
58901,TANJUNG BEULANG
58902,BATU BERANSAK
58903,SERENGKAH KANAN
58904,SEPAUHAN RAYA
58905,JUNGKAL
58906,JELAYAN
58907,PENGATAPAN RAYA
58908,SUKA DAMAI
58909,TANJUNG MALOI
58910,BERINGIN RAYO
58912,PERIANGAN
58913,TANGGERANG
58914,PENYARANG
58915,KESUMA JAYA
58916,BIKU SARANA
58917,SEMANTUN
58918,RIAM DANAU KANAN
58919,LIMPANG
58920,PASIR MAYANG
58921,TEBING BERSERI
58922,DERANUK
58923,RANGGA INTAN
58924,PANGKALAN SUKA
58925,TELUK RUNJAI
58926,ASAM JELAI
58927,AIR DUA
58928,SIDAHARI
58929,KUSIK BATU LAPU
58930,KARANG DANGIN
58932,KANTOR
58933,MULIA KERTA
58934,PADANG
58935,TUAN-TUAN
58936,SUNGAI KINJIL
58937,SUKA BANGUN
58938,KALI NILAM
58939,NEGERI BARU
58940,BANJAR
58941,MEKAR SARI
58942,KINJIL PESISIR
58944,TENGAH
58946,MULIA BARU
58947,SAMPIT
58951,PAYAK KUMANG
58952,SUKABANGUN DALAM
58954,SEI AWAN KANAN
58955,SEI AWAN KIRI
58956,TEMPURUKAN
58957,ULAK MEDANG
58958,TANJUNG PURA
58959,MAYAK
58960,TANJUNG PASAR
58961,SUKA MAJU
58963,SEMANDANG KANAN
58964,GEMA
58965,MEKAR RAYA
58966,KAMPAR SEBOMBAN
58967,BATU DAYA
58969,SUKA MULYA
58970,SUKA RAJA
58971,BUKIT KELAMBING
58972,MUNTAI
58973,SUKA SARI
58974,SUKAHARJA
58975,TANAH HITAM
58976,PANTAI KETIKAL
58978,AIR UPAS
58979,SARI BEKAYAS
58980,AIR DURIAN JAYA
58981,HARAPAN BARU
58982,SUKA RIA
58983,BANDA SARI
58984,MEMBULUH BARU
58985,GAHANG
58986,MEKAR JAYA
58988,MENYUMBUNG
58989,SENDURUHAN
58990,CINTA MANIS
58991,BEGINCI DARAT
58992,BENUA KRIO
58993,RIAM DADAP
58994,SEKUKUN
58995,BATU LAPIS
58996,KRIO HULU
58997,KENYABUR
58998,SUNGE BENGARAS
58999,LUBUK KAKAP
59001,PEBIHINGAN
59002,LALANG PANJANG
59003,SEMAYOK BARU
59004,MUARA GERUNGGANG
59005,USAHA BARU
59007,SUNGAI MELAYU JAYA
59008,JAIRAN JAYA
59009,SUNGAI MELAYU BARU
59010,SUKA MULYA
59011,KEPULUK
59012,PIANSAK
59013,BERINGIN JAYA
59014,KARYA MUKTI
59015,SUNGAI MELAYU
59016,MEKAR JAYA
59017,MAKMUR ABADI
59020,LADANG
59021,KAPUAS KANAN HULU
59022,TANJUNG PURI
59023,KAPUAS KANAN HILIR
59024,KAPUAS KIRI HILIR
59025,KAPUAS KIRI HULU
59026,BANING KOTA
59027,TERTUNG
59028,MUNGGUK BANTOK
59029,TELUK KELANSAM
59030,SUNGAI ANA
59031,MERTI GUNA
59032,TANJUNG KELANSAM
59033,ANGGAH JAYA
59034,LALANG BARU
59036,NANGA TEMPUNAK
59037,MENSIAP BARU
59038,TANJUNG PERADA
59039,SUKA JAYA
59040,MENGKURAT BARU
59041,PERIBANG BARU
59042,REPAK SARI
59043,PAGAL BARU
59044,KENYABUR BARU
59045,BENUA BARU
59046,TINUM BARU
59047,PANGKAL BARU
59048,PULAU JAYA
59049,KUALA TIGA
59050,GURUNG MALI
59051,MERTI JAYA
59052,BENUA KENCANA
59053,BALAI HARAPAN
59054,TEMPUNAK KAPUAS
59055,RIAM BATU
59056,PUDAU BERSATU
59057,KUPAN JAYA
59058,SUNGAI BULUH
59059,JAYA MENTARI
59061,NANGA SEPAUK
59062,TANJUNG RIA
59063,SEKUBANG
59064,KENYAUK
59065,LENGKENAT
59066,MANIS RAYA
59067,TEMIANG KAPUAS
59068,ENSABANG
59069,MAIT HILIR
59070,SEKUJAM TIMBAI
59071,SEMUNTAI
59072,SIRANG SETAMBANG
59073,NANGA LIBAU
59074,BERNAYAU
59075,SINAR PEKAYAU
59076,NANGA PARI
59077,BULUH KUNING
59078,TEMAWANG MUNTAI
59079,TAWANG SARI
59080,GERNIS JAYA
59081,PAOH BENUA
59082,BEDAYAN
59083,TANJUNG HULU
59084,SUNGAI RAYA
59085,LANDAU PANJANG
59086,BANGUN SEKAYU
59087,SUKAU BERSATU
59088,KEMANTAN
59089,PENINSUNG
59090,SEPULUT
59091,TEMAWANG BULAI
59092,SUNGAI SEGAK
59093,TANJUNG BALAI
59095,NANGA KETUNGAU
59096,SETUNGKUP
59097,KENUAK
59098,SUNGAI MALI
59099,AIR NYURUK
59100,NANGA MERKAK
59101,SUNGAI DERAS
59102,NANGA SEJIRAK
59103,SEMUNTAI
59104,SENIBUNG
59105,TANJUNG BAUNG
59106,BAUNG SENGATAP
59107,SEMAJAU MEKAR
59108,BELUH MULYO
59109,BATU AMPAR
59110,BUKIT SIDIN PERMAI
59111,BETUNG PERMAI
59113,WIRAYUDA
59114,TANJUNG SARI
59115,PANDING JAYA
59116,TIRTA KARYA
59117,BEGELANG JAYA
59118,SUMBER SARI
59119,PANGGI AGUNG
59120,KERTA SARI
59121,ARGO MULYO
59122,WANA BHAKTI
59123,SWADAYA
59124,MARGAHAYU
59125,GUT JAYA BHAKTI
59126,LANDAU BUAYA
59127,KAYU DUJUNG
59128,SENANGAN KECIL
59129,SUNGAI AREH
59130,MUNGGUK GELOMBANG
59131,NANGA KELAPAN
59132,MUNGGUK LAWANG
59134,SENANING
59135,EMPURA
59136,SEBADAK
59137,SEPILUK
59138,SUNGAI SERIA
59139,SUAK MEDANG
59140,NANGA BAYAN
59141,RASAU
59142,JASA
59143,SUNGAI BUGAU
59144,NANGA BUGAU
59145,EMPUNAK TAPANG KELADAN
59146,SEBETUNG PALUK
59147,MUAKAN PETINGGI
59148,NANGA SEBAWANG
59149,SEKAIH
59150,BEKUAN LUYANG
59151,SUNGAI PISAU
59153,NANGA JETAK
59154,NANGA DEDAI
59155,GANDIS
59156,SUNGAI MALI
59157,RIGUK
59158,PENGKADAN BARU
59159,TAUK
59160,EMPACI
59161,BARAS
59162,PENGKADAN SUNGAI RUPA
59163,KUMPANG
59164,MANGAT BARU
59165,MENAONG BARU
59166,EMPARU BARU
59167,LUNDANG BARU
59168,PENYAK LALANG
59169,UMIN JAYA
59170,MEREMPIT BARU
59171,DEDAI KANAN
59172,SUNGAI TAPANG
59174,NANGA MAU
59175,JAMBU
59176,TERTUNG MAU
59177,MENTUNAI
59178,TUGUK
59179,NATAI TEBEDAK
59180,NYANGKOM
59181,MELINGKAT
59182,NANGA TIKAN
59183,PELAIK
59184,KERAPA SEPAN
59185,SUNGAI BUAYA
59186,PAKAK
59187,SUNGAI SINTANG
59188,SUNGAI GARONG
59189,PAOH DESA
59190,JAYA SAKTI
59191,MEKAR MANDIRI
59192,LANDAU BERINGIN
59193,KARYA BARU
59194,BUKIT SEGALOH
59195,ENGKERANGAN
59196,LALANG INGGAR
59197,LINGGAM PERMAI
59198,SUNGAI MENUANG
59199,NATAI LESUNG
59201,NANGA TEBIDAH
59202,NANGA PAYAK
59203,TANJUNG BUNGA
59204,NANGA TORAN
59205,RIAM PANJANG
59206,ENTOGONG
59207,NANGA TONGGOI
59208,TANJUNG LALAU
59209,LINTANG TAMBUK
59210,NANGA MASAU
59211,NANGA UNGAI
59212,NANGA ABAI
59213,NANGA LAAR
59214,RIAM MUNTIK
59215,NANGA ORAN
59216,TONAK GONEH
59217,NANGKAK LESTARI
59218,TOPAN NANGA
59219,MAPAN JAYA
59220,TANJUNG MIRU
59221,BULUH MERINDU
59222,EMPAKAN
59223,EMPOYANG
59224,MERAHAU PERMAI
59225,TANAH MERAH
59226,LANDAU BARA
59227,KERAPUK JAYA
59228,MERAH ARAI
59229,TAPANG MANUA
59231,NANGA SERAWAI
59232,NANGA MENTATAI
59233,BEDAHA
59234,BEGORI
59235,PAGAR LEBATA
59236,TONTANG
59237,KARYA JAYA
59238,NANGA RIYOI
59239,BUNTUT PONTE
59240,NANGA SEGULANG
59241,BARAS NABUN
59242,NANGA JELUNDUNG
59243,TANJUNG RAYA
59244,TAHAI PERMAI
59245,MERAKO JAYA
59246,SAWANG SENGHIANG
59247,TUNAS HARAPAN
59248,TELUK HARAPAN
59249,GURUNG SENGHIANG
59250,TANJUNG HARAPAN
59251,RANTAU MALAM
59252,MENTAJOI
59253,NANGA BIHE
59254,NANGA TEKUNGAI
59256,NANGA KEMANGAI
59257,NANGA AMBALAU
59258,NANGA KESANGE
59259,NANGA MENAKON
59260,NANGA SAKE
59261,BUNTUT PIMPIN
59262,KEPALA JUNGAI
59263,TANJUNG ANDAN
59264,BUNTUT SABON
59265,NANGA KEREMOI
59266,NANGA MENANTAK
59267,BUNTUT PURUN
59268,NANGA SAKAI
59270,NANGA LEBANG
59271,MERPAK
59272,KEBONG
59273,BANING PANJANG
59274,ENSAID PANJANG
59275,BENGKUANG
59276,PELIMPING
59277,SUNGAI PUKAT
59278,SUNGAI MARAM
59279,SEPAN LEBANG
59280,GEMBA RAYA
59281,KARYA JAYA BHAKTI
59282,MANDIRI JAYA
59283,LANDAU KODAM
59284,SUNGAI LABI
59285,SUNGAI LAIS
59287,RANSI DAKAN
59288,SUNGAI UKOI
59289,MANTER
59290,MERARAI SATU
59291,MERARAI DUA
59292,KAJANG BARU
59293,GURUNG KEMPADIK
59294,NOBAL
59295,BAYA BETUNG
59296,BONET ENGKABANG
59297,BONET LAMA
59298,BANCOH
59299,PEREMBANG
59300,SOLAM RAYA
59301,LEBAK UBAH
59302,MELAYANG SARI
59303,SARAI
59304,RARAI
59305,PENJERNANG
59306,PENJERNANG HULU
59307,RIAM KIJANG
59309,AMPAR BEDANG
59310,TELAGA SATU
59311,TELAGA DUA
59312,BINJAI HILIR
59313,BINJAI HULU
59314,SUNGAI RISAP
59315,DAK JAYA
59316,MENSIKU
59317,EMPAKA KABIAU RAYA
59318,SUNGAI RISAP MENSIKU BERSATU
59319,SIMBA JAYA
59322,PUTUSSIBAU KOTA
59323,HILIR KANTOR
59324,PALA PULAU
59325,SIBAU HILIR
59326,PADUA MENDALAM
59327,DATAH DIAN
59328,SIBAU HULU
59329,NANGA NYABAU
59330,NANGA SAMBUS
59331,ARIUNG MENDALAM
59332,TANJUNG KARANG
59333,NANGA AWIN
59334,SELUAN
59335,TANJUNG BERUANG
59337,TELUK SINDUR
59338,BIKA
59339,JELEMUK
59340,BIKA HULU
59341,NANGA MANDAY
59342,MELAPI MANDAY
59343,PENYELUANG
59344,JONGKONG MANDAY
59346,NANGA EMBALOH
59347,KELILING SEMULUNG
59348,NANGA PALIN
59349,NANGA LAUK
59350,PALA PINTAS
59351,LAWIK
59352,KIRIN NANGKA
59353,UJUNG BAYUR
59354,BELATUNG
59356,BANUA MARTINUS
59357,MENUA SADAP
59358,PULAU MANAK
59359,BANUA UJUNG
59360,SAUJUNG GILING  MANIK
59361,ULAK PAUK
59362,LANGAN BARU
59363,BATU LINTANG
59364,RANTAU PRAPAT
59365,TAMAO
59367,BUNUT HILIR
59368,BUNUT HULU
59369,TELUK AUR
59370,NANGA TUAN
59371,UJUNG PANDANG
59372,EMPANGAU
59373,TEMBANG
59374,BUNUT TENGAH
59376,NANGA SURUK
59377,TEMUYUK
59378,NANGA SEMANGUT
59379,NANGA DUA
59380,SELAUP
59381,RIAM PIYANG
59382,NANGA PAYANG
59384,JONGKONG KIRI HILIR
59385,JONGKONG KANAN
59386,JONGKONG KIRI HULU
59387,JONGKONG PASAR
59388,UJUNG SAID
59389,TEMENANG
59390,UJUNG JAMBU
59391,BONTAI
59393,NANGA TEPUAI
59394,LANDAU KUMPANG
59395,NANGA YEN
59396,LUBUK ANTUK
59397,PARANG
59398,KELAKAR
59399,BUGANG
59400,MENTAWIT
59401,TANI MAKMUR
59403,GUDANG HULU
59404,GUDANG HILIR
59405,DALAM
59406,NIBUNG
59407,PIASAK HILIR
59408,ENGKERENGAS
59409,GERAYAU
59410,BENUIS
59411,SEKULAT
59412,SEKUBAH
59413,SEMALAH
59414,VEGA
59415,MAWAN
59417,SEMITAU HULU
59418,KENERAK
59419,NANGA SEBERUANG
59420,ENTIPAN
59421,KENEPAI KOMPLEK
59422,SEMITAU HILIR
59423,NANGA KENEPAI
59424,TUA' ABANG
59426,SEJIRAM
59427,BELUIS HARUM
59428,GURUNG
59429,BATI
59430,SENEBAN
59431,BELIKAI
59432,RANYAI
59433,EMPERIANG
59434,PALA KOTA
59435,NANGA LOT
59436,TANJUNG KELILING
59438,SETULANG
59439,SEPANDAN
59440,SUNGAI AJUNG
59441,SUNGAI ABAU
59442,LABIAN
59443,MENSIAU
59444,MELEMBA
59445,SUNGAI SENUNUK
59446,LANJAK DERAS
59448,KELING PANGGAU
59449,NANGA KANTUK
59450,TINTIN PENINJAU
59451,BAJAU ANDAI
59452,KUMANG JAYA
59453,LAJA SANDANG
59455,BADAU
59456,JANTING
59457,SEMUNTIK
59458,KEKURAK
59459,PULAU MAJANG
59460,SERIANG
59461,TINTING SELIGI
59462,SEBINDANG
59463,TAJUM
59465,PERIGI
59466,BARU
59467,PANGERAN
59468,MIAU MERAH
59469,SETUNGGUL
59470,SUNGAI SENA
59471,PENAI
59472,NANGA NUAR
59473,BONGKONG
59474,SEBERU
59475,SENTABAI
59477,NANGA DANGKAN
59478,BELIMBING
59479,NANGA NGERI
59480,LANDAU BADAI
59481,NANGA LUNGU
59482,NANGA LUAN
59483,RIAM TAPANG
59484,LEBAK NAJAH
59485,DANGKAN KOTA
59486,PERJUK
59487,LANDAU RANTAU
59489,KEDAMIN HULU
59490,KEDAMIN HILIR
59491,SUNGAI ULUK
59492,JARAS
59493,MELAPI
59494,INGKO' TAMBE
59495,SAYUT
59496,SUKA MAJU
59497,CEMPAKA BARU
59498,BERINGIN JAYA
59499,BUNGAN JAYA
59500,TANJUNGLOKANG
59501,URANG UNSA
59502,KEDAMIN DARAT
59503,TANJUNG JATI
59504,KEREHO
59506,NANGA SEBINTANG
59507,NANGA LEBANGAN
59508,NANGA KALIS
59509,NANGA RAUN
59510,BAHENAP
59511,NANGA TUBUK
59512,NANGA DANAU
59513,KENSURAY
59514,RANTAU KALIS
59515,KALIS RAYA
59516,TEKUDAK
59518,NANGA DANAU
59519,BOYAN TANJUNG
59520,RIAM MENGELAI
59521,NANGA SANGAN
59522,SRI WANGI
59523,NANGA BOYAN
59524,NANGA BETUNG
59525,MUJAN
59527,NANGA MENTEBAH
59528,TEKALONG
59529,SUKA MAJU
59530,KEPALA GURUNG
59531,TANJUNG
59533,KERANGAN PANJANG
59534,MAWAN
59535,MARTA DANA
59536,BUAK LIMBANG
59537,RIAM PANJANG
59538,PERMATA
59539,HULU PENGKADAN
59540,PINANG LAKA
59542,MENSUSAI
59543,TANJUNG HARAPAN
59544,MANTAN
59545,NANGA SUHAID
59546,TANJUNG
59547,MADANG PERMAI
59548,LAUT TAWANG
59549,MENAPAR
59550,JONGKONG HULU
59552,SUNGAI ANTU
59553,MERAKAI PANJANG
59554,KANTUK ASAM
59555,KANTUK BUNUT
59556,SUNGAI MAWANG
59559,SUNGAI DURI
59560,SUNGAI JAGA A
59561,SUNGAI JAGA B
59562,SUNGAI PANGKALAN I
59563,SUNGAI PANGKALAN II
59565,SAMALANTAN
59566,SABA'U
59567,TUMIANG
59568,BABANE
59569,PASTI JAYA
59570,BUKIT SERAYAN
59571,MARUNSU
59573,LESABELA
59574,SEMANGAT
59575,SERANGKAT
59576,RODAYA
59577,DAYUNG
59578,JESAPE
59579,LOMBA KARYA
59580,SIDAI
59581,SELES
59582,TEBUAH MARONG
59583,SUKA DAMAI
59584,SUKA JAYA
59586,BUMI EMAS
59587,SEBALO
59588,TIRTA KENCANA
59589,BANI AMAS
59590,BHAKTI MULYA
59591,SETIA BUDI
59593,SELUAS
59594,BENGKAWAN
59595,SAHAN
59596,MAYAK
59597,KALON
59598,SETANGAU JAYA
59600,LEMBANG
59601,GUA
59602,BANGE
59603,DANTI
59604,SANGO
59606,JAGOI
59607,KUMBA
59608,SEKIDA
59609,GERSIK
59610,SEMUNYING JAYA
59611,SINAR BARU
59613,SIAGA
59614,BERINGIN BARU
59615,GERANTUNG
59616,MONTERADO
59617,GOA BOMA
59618,NEK GINAP
59619,SENDORENG
59620,RANTAU
59621,MEKAR BARU
59622,JAHANDUNG
59623,SERINDU
59625,DHARMA BHAKTI
59626,AMPAR BENTENG
59627,PUTENG
59628,SUMBER KARYA
59629,SETIA JAYA
59630,BANGUN SARI
59631,TERIAK
59632,SEBETUNG MENYALA
59633,MALO JELAYAN
59634,TANJUNG
59635,TELIDIK
